<br /><br />I started watching the show in reruns in 2001	['<', 'br', '/', '>', '<', 'br', '/', '>', 'I', 'started', 'watching', 'the', 'show', 'in', 'reruns', 'in', '2001']
" I also must admit that I can relate to when Ben goes to dinner with Lindsey and her parents	['``', 'I', 'also', 'must', 'admit', 'that', 'I', 'can', 'relate', 'to', 'when', 'Ben', 'goes', 'to', 'dinner', 'with', 'Lindsey', 'and', 'her', 'parents']
The Red Sox are playing a road game, but instead of watching it live on TV Ben decides to tape it	['The', 'Red', 'Sox', 'are', 'playing', 'a', 'road', 'game', ',', 'but', 'instead', 'of', 'watching', 'it', 'live', 'on', 'TV', 'Ben', 'decides', 'to', 'tape', 'it']
One of the most dangerous things in life is taping a game and then being in public and trying to avoid hearing the result	['One', 'of', 'the', 'most', 'dangerous', 'things', 'in', 'life', 'is', 'taping', 'a', 'game', 'and', 'then', 'being', 'in', 'public', 'and', 'trying', 'to', 'avoid', 'hearing', 'the', 'result']
Weeeeeell, Ben enters the danger zone when a guy shows up at the restaurant and mentions watching the game	['Weeeeeell', ',', 'Ben', 'enters', 'the', 'danger', 'zone', 'when', 'a', 'guy', 'shows', 'up', 'at', 'the', 'restaurant', 'and', 'mentions', 'watching', 'the', 'game']
Ben immediately covers his ears and starts shrieking like a banshee so as not to hear the outcome	['Ben', 'immediately', 'covers', 'his', 'ears', 'and', 'starts', 'shrieking', 'like', 'a', 'banshee', 'so', 'as', 'not', 'to', 'hear', 'the', 'outcome']
Lindsey is embarrassed, and her parents don't know what to think	['Lindsey', 'is', 'embarrassed', ',', 'and', 'her', 'parents', 'do', "n't", 'know', 'what', 'to', 'think']
Yeah, sports fans can be weird, I don't deny it	['Yeah', ',', 'sports', 'fans', 'can', 'be', 'weird', ',', 'I', 'do', "n't", 'deny', 'it']
<br /><br />Now if you're expecting the crude, edgy stuff that the Farrelly brothers are known for then you could be disappointed	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Now', 'if', 'you', "'re", 'expecting', 'the', 'crude', ',', 'edgy', 'stuff', 'that', 'the', 'Farrelly', 'brothers', 'are', 'known', 'for', 'then', 'you', 'could', 'be', 'disappointed']
They do have their moments though, like when Ben says he likes how Lindsey sometimes talks out of the side of her mouth "like an adorable stroke victim," but overall this is definitely a softer, more romantic side that the bros are putting on display	['They', 'do', 'have', 'their', 'moments', 'though', ',', 'like', 'when', 'Ben', 'says', 'he', 'likes', 'how', 'Lindsey', 'sometimes', 'talks', 'out', 'of', 'the', 'side', 'of', 'her', 'mouth', '``', 'like', 'an', 'adorable', 'stroke', 'victim', ',', "''", 'but', 'overall', 'this', 'is', 'definitely', 'a', 'softer', ',', 'more', 'romantic', 'side', 'that', 'the', 'bros', 'are', 'putting', 'on', 'display']
<br /><br />That's not to say that the movie ever gets way too sappy	['<', 'br', '/', '>', '<', 'br', '/', '>', 'That', "'s", 'not', 'to', 'say', 'that', 'the', 'movie', 'ever', 'gets', 'way', 'too', 'sappy']
Thankfully, when the sap starts to ooze a bit, the Farrellys know when to pull away	['Thankfully', ',', 'when', 'the', 'sap', 'starts', 'to', 'ooze', 'a', 'bit', ',', 'the', 'Farrellys', 'know', 'when', 'to', 'pull', 'away']
A romantic moment with Lindsey jumping on the field and running over to Ben to declare her undying love for him turns into Ben sincerely replying, "You've gotta tell me about the outfield	['A', 'romantic', 'moment', 'with', 'Lindsey', 'jumping', 'on', 'the', 'field', 'and', 'running', 'over', 'to', 'Ben', 'to', 'declare', 'her', 'undying', 'love', 'for', 'him', 'turns', 'into', 'Ben', 'sincerely', 'replying', ',', '``', 'You', "'ve", 'got', 'ta', 'tell', 'me', 'about', 'the', 'outfield']
Is it spongy?" Jimmy Fallon proves that with the right material he can handle himself well on the big screen, and Drew Barrymore remains a constant source of romantic comedy charm	['Is', 'it', 'spongy', '?', "''", 'Jimmy', 'Fallon', 'proves', 'that', 'with', 'the', 'right', 'material', 'he', 'can', 'handle', 'himself', 'well', 'on', 'the', 'big', 'screen', ',', 'and', 'Drew', 'Barrymore', 'remains', 'a', 'constant', 'source', 'of', 'romantic', 'comedy', 'charm']
Fever Pitch is just good, solid entertainment that takes a somewhat fresh look at the romantic comedy genre	['Fever', 'Pitch', 'is', 'just', 'good', ',', 'solid', 'entertainment', 'that', 'takes', 'a', 'somewhat', 'fresh', 'look', 'at', 'the', 'romantic', 'comedy', 'genre']
It's a movie that guys and gals can both relate to	['It', "'s", 'a', 'movie', 'that', 'guys', 'and', 'gals', 'can', 'both', 'relate', 'to']
Particularly the guys who practice sports fanaticism at some point during the year and the ladies who must deal with 'em	['Particularly', 'the', 'guys', 'who', 'practice', 'sports', 'fanaticism', 'at', 'some', 'point', 'during', 'the', 'year', 'and', 'the', 'ladies', 'who', 'must', 'deal', 'with', "'em"]
<br /><br />Now if the Red Sox fans could please shut up about the "Curse of the Bambino" I would appreciate it	['<', 'br', '/', '>', '<', 'br', '/', '>', 'Now', 'if', 'the', 'Red', 'Sox', 'fans', 'could', 'please', 'shut', 'up', 'about', 'the', '``', 'Curse', 'of', 'the', 'Bambino', "''", 'I', 'would', 'appreciate', 'it']
My Memphis Tigers have NEVER won the NCAA basketball championship, so I officially declare my plight greater than yours	['My', 'Memphis', 'Tigers', 'have', 'NEVER', 'won', 'the', 'NCAA', 'basketball', 'championship', ',', 'so', 'I', 'officially', 'declare', 'my', 'plight', 'greater', 'than', 'yours']
<br /><br />THE GIST Fans of Jimmy Fallon, Drew Barrymore, romantic comedy, the Red Sox, baseball, or sports fanaticism in general should consider giving Fever Pitch a look	['<', 'br', '/', '>', '<', 'br', '/', '>', 'THE', 'GIST', 'Fans', 'of', 'Jimmy', 'Fallon', ',', 'Drew', 'Barrymore', ',', 'romantic', 'comedy', ',', 'the', 'Red', 'Sox', ',', 'baseball', ',', 'or', 'sports', 'fanaticism', 'in', 'general', 'should', 'consider', 'giving', 'Fever', 'Pitch', 'a', 'look']
I wouldn't go out of my way to rush and see it at the first available time, but it'll make a great matinée	['I', 'would', "n't", 'go', 'out', 'of', 'my', 'way', 'to', 'rush', 'and', 'see', 'it', 'at', 'the', 'first', 'available', 'time', ',', 'but', 'it', "'ll", 'make', 'a', 'great', 'matinée']
I have always been a huge James Bond fanatic! I have seen almost all of the films except for Die Another Day, and The World Is Not Enough	['I', 'have', 'always', 'been', 'a', 'huge', 'James', 'Bond', 'fanatic', '!', 'I', 'have', 'seen', 'almost', 'all', 'of', 'the', 'films', 'except', 'for', 'Die', 'Another', 'Day', ',', 'and', 'The', 'World', 'Is', 'Not', 'Enough']
The graphic's for Everything Or Nothing are breathtaking! The voice talents	['The', 'graphic', "'s", 'for', 'Everything', 'Or', 'Nothing', 'are', 'breathtaking', '!', 'The', 'voice', 'talents']
WOW! I LOVE PIERCE BROSNAN! He is finally Bond in a video game! HE IS BOND! I enjoyed the past Bond games: Goldeneye, The World Is Not Enough, Agent Under Fire, and Nightfire	['WOW', '!', 'I', 'LOVE', 'PIERCE', 'BROSNAN', '!', 'He', 'is', 'finally', 'Bond', 'in', 'a', 'video', 'game', '!', 'HE', 'IS', 'BOND', '!', 'I', 'enjoyed', 'the', 'past', 'Bond', 'games', ':', 'Goldeneye', ',', 'The', 'World', 'Is', 'Not', 'Enough', ',', 'Agent', 'Under', 'Fire', ',', 'and', 'Nightfire']
This one is definitely the best! Finally, Mr	['This', 'one', 'is', 'definitely', 'the', 'best', '!', 'Finally', ',', 'Mr']
Brosnan as a sign of respect? Yes I can!) He was phenomenally exciting to hear in a video game	['Brosnan', 'as', 'a', 'sign', 'of', 'respect', '?', 'Yes', 'I', 'can', '!', ')', 'He', 'was', 'phenomenally', 'exciting', 'to', 'hear', 'in', 'a', 'video', 'game']
AT LONG LAST! DUH! I've seen him perform with Robin Williams, and let me tell you, they make a great team	['AT', 'LONG', 'LAST', '!', 'DUH', '!', 'I', "'ve", 'seen', 'him', 'perform', 'with', 'Robin', 'Williams', ',', 'and', 'let', 'me', 'tell', 'you', ',', 'they', 'make', 'a', 'great', 'team']
Pierce Brosnan is funny, wickedly handsome ( I mean to say wickedly in a good way,) and just one of those actor's who you would want to walk up to and wrap your arms around and hug, saying: "Pierce Brosnan, thank you for being James Bond," "If it wasn't for you, I wouldn't know who James Bond is	['Pierce', 'Brosnan', 'is', 'funny', ',', 'wickedly', 'handsome', '(', 'I', 'mean', 'to', 'say', 'wickedly', 'in', 'a', 'good', 'way', ',', ')', 'and', 'just', 'one', 'of', 'those', 'actor', "'s", 'who', 'you', 'would', 'want', 'to', 'walk', 'up', 'to', 'and', 'wrap', 'your', 'arms', 'around', 'and', 'hug', ',', 'saying', ':', '``', 'Pierce', 'Brosnan', ',', 'thank', 'you', 'for', 'being', 'James', 'Bond', ',', "''", '``', 'If', 'it', 'was', "n't", 'for', 'you', ',', 'I', 'would', "n't", 'know', 'who', 'James', 'Bond', 'is']
" He's a great actor! I am a huge fan of Willem Dafoe even though I've seen him in a couple of movies	['``', 'He', "'s", 'a', 'great', 'actor', '!', 'I', 'am', 'a', 'huge', 'fan', 'of', 'Willem', 'Dafoe', 'even', 'though', 'I', "'ve", 'seen', 'him', 'in', 'a', 'couple', 'of', 'movies']
His role as Nikolai Diavalo was brilliant	['His', 'role', 'as', 'Nikolai', 'Diavalo', 'was', 'brilliant']
(Did I spell the character's name right?) LOL!!!! He does a great job with an accent	['(', 'Did', 'I', 'spell', 'the', 'character', "'s", 'name', 'right', '?', ')', 'LOL', '!', '!', '!', '!', 'He', 'does', 'a', 'great', 'job', 'with', 'an', 'accent']
Dafoe, perform in two movies: Finding Nemo, and Spider-Man with my favorite actress: KIRSTEN DUNST! SHE ROCKS! Anyway, He never ceases to amaze	['Dafoe', ',', 'perform', 'in', 'two', 'movies', ':', 'Finding', 'Nemo', ',', 'and', 'Spider-Man', 'with', 'my', 'favorite', 'actress', ':', 'KIRSTEN', 'DUNST', '!', 'SHE', 'ROCKS', '!', 'Anyway', ',', 'He', 'never', 'ceases', 'to', 'amaze']
And Richard Kiel, wow, he's definitely got the part of Jaw's nailed	['And', 'Richard', 'Kiel', ',', 'wow', ',', 'he', "'s", 'definitely', 'got', 'the', 'part', 'of', 'Jaw', "'s", 'nailed']
I've seen him in the movie's and he's awesome! As a matter of fact, my Grandparent's have met Mr	['I', "'ve", 'seen', 'him', 'in', 'the', 'movie', "'s", 'and', 'he', "'s", 'awesome', '!', 'As', 'a', 'matter', 'of', 'fact', ',', 'my', 'Grandparent', "'s", 'have', 'met', 'Mr']
Kiel, and I was jealous when they told me	['Kiel', ',', 'and', 'I', 'was', 'jealous', 'when', 'they', 'told', 'me']
But, Kirsten Dunst is at the top of my list of Celebritie's that I want to meet	['But', ',', 'Kirsten', 'Dunst', 'is', 'at', 'the', 'top', 'of', 'my', 'list', 'of', 'Celebritie', "'s", 'that', 'I', 'want', 'to', 'meet']
I have never seen a better person play as the wisecracking, and gadget creating Q! Mr	['I', 'have', 'never', 'seen', 'a', 'better', 'person', 'play', 'as', 'the', 'wisecracking', ',', 'and', 'gadget', 'creating', 'Q', '!', 'Mr']
Cleese was hilarious! I've seen him work with Pierce Brosnan in Goldeneye and Tommorow Never Dies	['Cleese', 'was', 'hilarious', '!', 'I', "'ve", 'seen', 'him', 'work', 'with', 'Pierce', 'Brosnan', 'in', 'Goldeneye', 'and', 'Tommorow', 'Never', 'Dies']
He's awesome! John Cleese's most recent project is Shrek 2 starring Mike Myer's, Cameron Diaz, Julie Andrew's and Eddie Murphy	['He', "'s", 'awesome', '!', 'John', 'Cleese', "'s", 'most', 'recent', 'project', 'is', 'Shrek', '2', 'starring', 'Mike', 'Myer', "'s", ',', 'Cameron', 'Diaz', ',', 'Julie', 'Andrew', "'s", 'and', 'Eddie', 'Murphy']
( Shrek 2 is now in theatre's!) GOOD LUCK 007! Oh, yeah, and as Q alway's says: "Grow up 007!	['(', 'Shrek', '2', 'is', 'now', 'in', 'theatre', "'s", '!', ')', 'GOOD', 'LUCK', '007', '!', 'Oh', ',', 'yeah', ',', 'and', 'as', 'Q', 'alway', "'s", 'says', ':', '``', 'Grow', 'up', '007', '!']
I admit I've only seen about three of Shakespeare's plays (Romeo & Juliet, Macbeth, & of course Hamlet) one I liked, the other I found so-so (Macbeth), and Hamlet I just found a masterpiece	['I', 'admit', 'I', "'ve", 'only', 'seen', 'about', 'three', 'of', 'Shakespeare', "'s", 'plays', '(', 'Romeo', '&', 'Juliet', ',', 'Macbeth', ',', '&', 'of', 'course', 'Hamlet', ')', 'one', 'I', 'liked', ',', 'the', 'other', 'I', 'found', 'so-so', '(', 'Macbeth', ')', ',', 'and', 'Hamlet', 'I', 'just', 'found', 'a', 'masterpiece']
I'm pleased to tell you that this adaptation is every bit as good as the intense and dramatic play	['I', "'m", 'pleased', 'to', 'tell', 'you', 'that', 'this', 'adaptation', 'is', 'every', 'bit', 'as', 'good', 'as', 'the', 'intense', 'and', 'dramatic', 'play']
The acting is extremely strong (With a cast that features Kenneth Branagh, Robin Williams, and Billy Crystal how can you lose?) and the change in time period (Looks like somewhere between the 17 and 1800's) plays off beautifully as the characters move about and say their infamous lines straight from the script itself that any fan of the Shakespearean play will get chills from	['The', 'acting', 'is', 'extremely', 'strong', '(', 'With', 'a', 'cast', 'that', 'features', 'Kenneth', 'Branagh', ',', 'Robin', 'Williams', ',', 'and', 'Billy', 'Crystal', 'how', 'can', 'you', 'lose', '?', ')', 'and', 'the', 'change', 'in', 'time', 'period', '(', 'Looks', 'like', 'somewhere', 'between', 'the', '17', 'and', '1800', "'s", ')', 'plays', 'off', 'beautifully', 'as', 'the', 'characters', 'move', 'about', 'and', 'say', 'their', 'infamous', 'lines', 'straight', 'from', 'the', 'script', 'itself', 'that', 'any', 'fan', 'of', 'the', 'Shakespearean', 'play', 'will', 'get', 'chills', 'from']
If you're into this popular drama I highly urge you to watch this powerful 1996 adaptation from Shakespearean admirer Kenneth Branagh	['If', 'you', "'re", 'into', 'this', 'popular', 'drama', 'I', 'highly', 'urge', 'you', 'to', 'watch', 'this', 'powerful', '1996', 'adaptation', 'from', 'Shakespearean', 'admirer', 'Kenneth', 'Branagh']
I remember the first time I saw this movie -- I was in the office working over the weekend & the TV was on for background noise	['I', 'remember', 'the', 'first', 'time', 'I', 'saw', 'this', 'movie', '--', 'I', 'was', 'in', 'the', 'office', 'working', 'over', 'the', 'weekend', '&', 'the', 'TV', 'was', 'on', 'for', 'background', 'noise']
But I gradually found myself more & more engaged in this movie I'd never seen or heard of, until I was completely absorbed	['But', 'I', 'gradually', 'found', 'myself', 'more', '&', 'more', 'engaged', 'in', 'this', 'movie', 'I', "'d", 'never', 'seen', 'or', 'heard', 'of', ',', 'until', 'I', 'was', 'completely', 'absorbed']
A Matter of Life & Death (the British title -- Stairway to Heaven in the US) is delightful, compelling, whimsical, & moving, all in one superbly-written, well-acted, perfectly-directed package	['A', 'Matter', 'of', 'Life', '&', 'Death', '(', 'the', 'British', 'title', '--', 'Stairway', 'to', 'Heaven', 'in', 'the', 'US', ')', 'is', 'delightful', ',', 'compelling', ',', 'whimsical', ',', '&', 'moving', ',', 'all', 'in', 'one', 'superbly-written', ',', 'well-acted', ',', 'perfectly-directed', 'package']
It's a classic that really does rank right up there with Casablanca, It's a Wonderful Life, Gone With the Wind, Citizen Kane, & Chariots of Fire	['It', "'s", 'a', 'classic', 'that', 'really', 'does', 'rank', 'right', 'up', 'there', 'with', 'Casablanca', ',', 'It', "'s", 'a', 'Wonderful', 'Life', ',', 'Gone', 'With', 'the', 'Wind', ',', 'Citizen', 'Kane', ',', '&', 'Chariots', 'of', 'Fire']
WHY has it never received the same public notice & video-store prominence? Fortunately, SOME knowledgeable critics HAVE put it on their "Top 100 of all time" lists	['WHY', 'has', 'it', 'never', 'received', 'the', 'same', 'public', 'notice', '&', 'video-store', 'prominence', '?', 'Fortunately', ',', 'SOME', 'knowledgeable', 'critics', 'HAVE', 'put', 'it', 'on', 'their', '``', 'Top', '100', 'of', 'all', 'time', "''", 'lists']
There IS hope -- 1940's Fantasia wasn't a hit 'til the '60s, & the Wizard of Oz was a dud at the box office, but made a hit by TV	['There', 'IS', 'hope', '--', '1940', "'s", 'Fantasia', 'was', "n't", 'a', 'hit', "'til", 'the', "'60s", ',', '&', 'the', 'Wizard', 'of', 'Oz', 'was', 'a', 'dud', 'at', 'the', 'box', 'office', ',', 'but', 'made', 'a', 'hit', 'by', 'TV']
Buy it -- rent it -- watch it -- demand it! You WON'T be disappointed	['Buy', 'it', '--', 'rent', 'it', '--', 'watch', 'it', '--', 'demand', 'it', '!', 'You', 'WO', "N'T", 'be', 'disappointed']
With lots of sunshine, gauzy light and shadow filtering through windows and into rooms, tracking shots moving through crowds with hand-held camera, quick-paced editing and extreme close-ups here and there, the photography is the thing in this interesting, artistically done film	['With', 'lots', 'of', 'sunshine', ',', 'gauzy', 'light', 'and', 'shadow', 'filtering', 'through', 'windows', 'and', 'into', 'rooms', ',', 'tracking', 'shots', 'moving', 'through', 'crowds', 'with', 'hand-held', 'camera', ',', 'quick-paced', 'editing', 'and', 'extreme', 'close-ups', 'here', 'and', 'there', ',', 'the', 'photography', 'is', 'the', 'thing', 'in', 'this', 'interesting', ',', 'artistically', 'done', 'film']
